"","state","sex","age","educ","race","pid7","ideo5","religion","votechoice","hispanic","know_governor","conceal","prochoice","cleanair","wall","mandmin","aca","minwage","newsint"
"150","Texas","Male",66,"Some college","White","Independent","Moderate","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"151","New York","Male",41,"4-year","White","Independent","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"152","Illinois","Female",76,"4-year","White","Strong Republican","Conservative","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"153","Iowa","Female",60,"High school graduate","White","Not very strong Democrat","Conservative","Protestant","Joe Biden (Democrat)","No","Democrat","Support","Oppose","Support","Support","Support","Oppose","Favor","Most of the time"
"154","Indiana","Female",61,"Post-grad","White","Strong Democrat","Moderate","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"155","California","Female",76,"Some college","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"156","Florida","Male",72,"Some college","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Support","Support","Oppose","Favor","Most of the time"
"157","Ohio","Female",73,"4-year","White","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"158","Illinois","Female",68,"2-year","White","Lean Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"159","New York","Female",34,"Post-grad","Asian","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"160","Iowa","Male",69,"High school graduate","White","Lean Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"161","Oregon","Female",84,"High school graduate","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Support","Support","Favor","Some of the time"
"162","Minnesota","Female",56,"Some college","White","Not sure","Not sure","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Oppose","Support","Oppose","Favor","Hardly at all"
"163","Alabama","Male",74,"4-year","White","Lean Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"164","Florida","Male",73,"Some college","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"165","Washington","Female",75,"High school graduate","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Oppose","Oppose","Support","Oppose","Favor","Most of the time"
"166","Wisconsin","Male",70,"Post-grad","Other race","Lean Democrat","Moderate","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"167","Florida","Male",77,"Some college","Hispanic","Strong Democrat","Conservative","Roman Catholic","Joe Biden (Democrat)",NA,"Republican","Oppose","Oppose","Support","Oppose","Oppose","Support","Favor","Only now and then"
"168","Illinois","Male",69,"High school graduate","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Support","Support","Favor","Most of the time"
"169","Florida","Female",62,"Some college","White","Not very strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"170","Illinois","Male",62,"4-year","White","Lean Democrat","Very liberal","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"171","North Carolina","Female",58,"4-year","Black","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"172","Illinois","Female",75,"4-year","White","Strong Republican","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Oppose","Oppose","Most of the time"
"173","Massachusetts","Female",77,"4-year","White","Independent","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"174","Florida","Female",80,"4-year","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"175","Iowa","Female",57,"4-year","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Support","Oppose","Support","Oppose","Oppose","Oppose","Oppose","Only now and then"
"176","Oklahoma","Female",69,"4-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"177","Florida","Female",66,"4-year","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"178","California","Female",77,"4-year","White","Lean Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"179","Massachusetts","Male",68,"Post-grad","White","Lean Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"180","Ohio","Male",68,"Post-grad","White","Not very strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"181","California","Female",72,"4-year","White","Strong Democrat","Very liberal","Something else","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"182","Montana","Female",68,"Post-grad","White","Independent","Liberal","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"183","Michigan","Male",68,"4-year","White","Not very strong Democrat","Liberal","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Oppose","Oppose","Support","Oppose","Favor","Only now and then"
"184","Texas","Female",61,"4-year","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Only now and then"
"185","Texas","Female",52,"2-year","White","Not sure","Not sure","Protestant",NA,"No","Not sure","Oppose","Support","Support","Support","Support","Oppose","Favor","Don't know"
"186","Tennessee","Female",75,"4-year","White","Strong Democrat","Very liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"187","Illinois","Female",71,"Post-grad","White","Strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Support","Favor","Most of the time"
"188","Illinois","Male",77,"4-year","White","Lean Republican","Conservative","Something else",NA,"No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"189","Florida","Male",71,"4-year","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Oppose","Support","Support","Oppose","Most of the time"
"190","California","Male",84,"Post-grad","White","Not very strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"191","Arkansas","Female",73,"Post-grad","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"192","Virginia","Female",71,"Post-grad","White","Lean Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Support","Favor","Most of the time"
"193","Alabama","Male",77,"4-year","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"194","Michigan","Female",66,"Some college","White","Not very strong Republican","Conservative","Protestant",NA,"No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Only now and then"
"195","Oregon","Female",53,"4-year","Asian","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"196","California","Female",78,"4-year","White","Strong Democrat","Liberal","Atheist",NA,"No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"197","Ohio","Male",77,"4-year","Other race","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"198","New York","Female",65,"Post-grad","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Oppose","Oppose","Oppose","Some of the time"
"199","Texas","Male",74,"Post-grad","White","Strong Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"200","Florida","Female",63,"Some college","White","Not very strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Oppose","Some of the time"
"201","Texas","Male",67,"Post-grad","White","Not very strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"202","New York","Female",69,"Post-grad","White","Not very strong Democrat","Moderate","Eastern or Greek Orthodox","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Only now and then"
"203","California","Female",61,"4-year","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"204","New York","Female",75,"4-year","White","Strong Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Support","Support","Oppose","Most of the time"
